sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3423;SDS011;1725;50.107;8.584;2018-01-01T00:00:46;6.63;;;5.07;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:03:12;8.90;;;4.77;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:05:39;7.03;;;4.33;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:08:06;5.67;;;4.07;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:10:33;4.83;;;3.97;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:12:59;8.10;;;3.80;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:15:26;5.10;;;4.47;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:17:53;7.63;;;3.47;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:20:19;6.90;;;3.43;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:22:46;2.90;;;2.67;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:25:12;3.40;;;3.20;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:27:39;5.20;;;4.03;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:30:06;3.83;;;2.77;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:32:32;3.00;;;2.40;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:34:59;4.50;;;3.20;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:37:25;2.70;;;2.47;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:39:52;2.87;;;2.67;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:42:18;4.80;;;2.20;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:44:45;1.90;;;1.80;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:47:12;2.10;;;1.90;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:49:38;3.47;;;1.60;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:52:05;1.53;;;1.43;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:54:32;2.43;;;1.80;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:56:59;1.60;;;1.50;;
3423;SDS011;1725;50.107;8.584;2018-01-01T00:59:26;1.60;;;1.30;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:01:54;1.80;;;1.70;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:04:20;1.83;;;1.10;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:06:47;1.20;;;1.20;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:09:13;2.43;;;1.57;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:11:41;1.00;;;1.00;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:14:07;1.77;;;1.37;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:16:34;1.10;;;1.10;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:19:01;1.37;;;1.27;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:21:27;0.90;;;0.90;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:23:54;1.17;;;1.13;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:26:20;1.10;;;1.10;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:28:49;1.00;;;0.90;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:31:15;1.33;;;1.23;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:33:42;2.70;;;1.10;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:36:08;1.20;;;1.20;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:38:35;3.13;;;1.30;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:41:01;1.90;;;1.80;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:43:29;1.67;;;1.23;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:45:56;1.30;;;1.30;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:48:44;1.40;;;1.30;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:50:49;1.50;;;1.40;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:53:16;2.13;;;1.50;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:55:43;1.20;;;1.10;;
3423;SDS011;1725;50.107;8.584;2018-01-01T01:58:10;2.70;;;1.70;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:00:36;1.30;;;1.20;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:03:03;1.30;;;1.20;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:05:30;1.27;;;1.17;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:07:56;1.70;;;1.60;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:10:23;1.30;;;1.20;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:12:49;2.03;;;1.70;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:15:17;1.10;;;1.10;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:17:43;1.50;;;1.03;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:20:10;4.63;;;1.43;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:22:37;1.73;;;1.30;;
3423;SDS011;1725;50.107;8.584;2018-01-01T02:25:03;1.30;;;1.30;;
