sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
4585;SDS011;2305;50.107;8.642;2018-01-01T00:01:58;12.43;;;7.00;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:04:25;16.63;;;7.37;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:06:51;8.83;;;6.43;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:09:18;12.30;;;6.47;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:11:44;9.27;;;6.27;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:14:11;11.93;;;5.17;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:16:38;11.93;;;6.83;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:19:04;8.97;;;4.97;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:21:31;6.60;;;4.80;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:23:57;7.90;;;5.03;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:26:24;9.20;;;4.87;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:28:51;4.53;;;3.43;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:31:18;6.77;;;4.00;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:33:44;5.57;;;3.60;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:36:11;6.53;;;4.10;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:38:40;5.93;;;3.80;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:41:08;7.17;;;3.80;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:43:35;4.90;;;3.10;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:46:02;10.20;;;3.23;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:48:31;5.67;;;2.63;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:50:58;4.83;;;3.10;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:53:25;5.60;;;3.60;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:55:53;3.73;;;2.20;;
4585;SDS011;2305;50.107;8.642;2018-01-01T00:58:20;4.10;;;2.30;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:00:47;3.10;;;2.03;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:03:15;4.67;;;2.83;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:05:41;2.83;;;1.80;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:08:07;6.80;;;2.90;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:10:34;3.87;;;2.00;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:13:00;4.37;;;2.10;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:15:27;2.50;;;2.20;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:17:54;3.83;;;2.10;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:20:21;3.50;;;2.07;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:22:48;3.77;;;2.17;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:25:15;2.87;;;2.00;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:27:41;2.63;;;2.03;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:30:08;4.50;;;2.67;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:32:35;3.53;;;2.17;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:35:01;6.10;;;2.30;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:37:28;5.30;;;2.70;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:39:54;6.03;;;2.60;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:42:21;5.77;;;3.43;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:44:48;3.47;;;3.17;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:47:14;4.10;;;2.13;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:49:41;6.13;;;3.17;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:52:07;5.70;;;2.97;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:54:34;8.27;;;2.73;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:57:00;6.77;;;3.40;;
4585;SDS011;2305;50.107;8.642;2018-01-01T01:59:26;11.47;;;3.40;;
4585;SDS011;2305;50.107;8.642;2018-01-01T02:01:53;5.87;;;2.40;;
4585;SDS011;2305;50.107;8.642;2018-01-01T02:04:20;5.43;;;2.20;;
4585;SDS011;2305;50.107;8.642;2018-01-01T02:06:47;11.17;;;2.83;;
4585;SDS011;2305;50.107;8.642;2018-01-01T02:09:15;8.23;;;2.13;;
4585;SDS011;2305;50.107;8.642;2018-01-01T02:11:41;6.80;;;2.50;;
