sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
803;SDS011;384;49.977;8.240;2018-01-01T00:01:01;5.23;;;4.10;;
803;SDS011;384;49.977;8.240;2018-01-01T00:03:28;4.90;;;4.07;;
803;SDS011;384;49.977;8.240;2018-01-01T00:05:56;8.07;;;3.83;;
803;SDS011;384;49.977;8.240;2018-01-01T00:08:23;5.50;;;3.67;;
803;SDS011;384;49.977;8.240;2018-01-01T00:10:50;3.80;;;3.50;;
803;SDS011;384;49.977;8.240;2018-01-01T00:13:16;5.73;;;3.00;;
803;SDS011;384;49.977;8.240;2018-01-01T00:15:43;8.37;;;3.70;;
803;SDS011;384;49.977;8.240;2018-01-01T00:18:09;2.60;;;2.13;;
803;SDS011;384;49.977;8.240;2018-01-01T00:20:36;2.63;;;1.90;;
803;SDS011;384;49.977;8.240;2018-01-01T00:23:03;1.50;;;1.40;;
803;SDS011;384;49.977;8.240;2018-01-01T00:25:29;2.23;;;1.93;;
803;SDS011;384;49.977;8.240;2018-01-01T00:27:56;2.30;;;1.97;;
803;SDS011;384;49.977;8.240;2018-01-01T00:30:23;1.53;;;1.43;;
803;SDS011;384;49.977;8.240;2018-01-01T00:32:51;1.63;;;1.53;;
803;SDS011;384;49.977;8.240;2018-01-01T00:35:18;4.37;;;1.57;;
803;SDS011;384;49.977;8.240;2018-01-01T00:37:45;1.93;;;1.60;;
803;SDS011;384;49.977;8.240;2018-01-01T00:40:12;1.80;;;1.43;;
803;SDS011;384;49.977;8.240;2018-01-01T00:42:38;2.50;;;1.40;;
803;SDS011;384;49.977;8.240;2018-01-01T00:45:05;2.60;;;1.83;;
803;SDS011;384;49.977;8.240;2018-01-01T00:47:32;2.33;;;1.77;;
803;SDS011;384;49.977;8.240;2018-01-01T00:49:58;2.87;;;2.00;;
803;SDS011;384;49.977;8.240;2018-01-01T00:52:26;1.83;;;1.53;;
803;SDS011;384;49.977;8.240;2018-01-01T00:54:53;4.33;;;1.80;;
803;SDS011;384;49.977;8.240;2018-01-01T00:57:20;1.60;;;1.30;;
803;SDS011;384;49.977;8.240;2018-01-01T00:59:48;3.53;;;1.73;;
803;SDS011;384;49.977;8.240;2018-01-01T01:02:15;2.57;;;1.83;;
803;SDS011;384;49.977;8.240;2018-01-01T01:04:42;2.87;;;2.00;;
