sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
4188;SDS011;2108;49.873;8.649;2018-01-01T00:00:06;12.80;;;9.33;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:02:33;11.10;;;8.10;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:05:00;12.73;;;8.07;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:07:26;10.90;;;6.73;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:09:53;17.77;;;10.07;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:12:20;9.37;;;5.83;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:14:47;12.30;;;6.70;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:17:16;9.67;;;7.17;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:19:42;14.63;;;8.83;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:22:08;24.13;;;16.17;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:24:35;15.43;;;9.03;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:27:01;13.83;;;9.90;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:29:29;17.27;;;10.40;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:31:56;11.60;;;8.80;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:34:23;11.10;;;9.00;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:36:49;12.80;;;7.97;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:39:16;13.67;;;8.47;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:41:43;10.90;;;7.40;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:44:11;17.30;;;9.23;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:46:37;13.17;;;8.40;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:49:04;12.90;;;7.63;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:51:30;13.10;;;7.83;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:53:58;15.30;;;8.10;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:56:25;16.37;;;7.90;;
4188;SDS011;2108;49.873;8.649;2018-01-01T00:58:52;11.57;;;7.67;;
