sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
964;SDS011;470;50.000;8.433;2018-01-01T00:01:35;3.72;;;3.42;;
964;SDS011;470;50.000;8.433;2018-01-01T00:04:02;6.03;;;3.40;;
964;SDS011;470;50.000;8.433;2018-01-01T00:06:29;6.12;;;4.10;;
964;SDS011;470;50.000;8.433;2018-01-01T00:08:55;3.45;;;2.87;;
964;SDS011;470;50.000;8.433;2018-01-01T00:11:22;6.87;;;3.05;;
964;SDS011;470;50.000;8.433;2018-01-01T00:13:48;3.10;;;2.80;;
964;SDS011;470;50.000;8.433;2018-01-01T00:16:15;3.80;;;2.60;;
964;SDS011;470;50.000;8.433;2018-01-01T00:18:42;5.55;;;2.97;;
964;SDS011;470;50.000;8.433;2018-01-01T00:21:08;3.37;;;3.08;;
964;SDS011;470;50.000;8.433;2018-01-01T00:23:38;6.35;;;2.95;;
964;SDS011;470;50.000;8.433;2018-01-01T00:26:05;6.62;;;2.20;;
964;SDS011;470;50.000;8.433;2018-01-01T00:28:32;3.47;;;2.62;;
964;SDS011;470;50.000;8.433;2018-01-01T00:30:59;4.07;;;1.90;;
964;SDS011;470;50.000;8.433;2018-01-01T00:36:11;2.30;;;1.80;;
964;SDS011;470;50.000;8.433;2018-01-01T00:38:41;4.15;;;2.30;;
964;SDS011;470;50.000;8.433;2018-01-01T00:41:11;2.37;;;2.10;;
964;SDS011;470;50.000;8.433;2018-01-01T00:43:39;2.28;;;1.55;;
964;SDS011;470;50.000;8.433;2018-01-01T00:46:06;2.00;;;1.60;;
964;SDS011;470;50.000;8.433;2018-01-01T00:51:10;1.95;;;1.52;;
964;SDS011;470;50.000;8.433;2018-01-01T00:53:43;1.45;;;1.25;;
964;SDS011;470;50.000;8.433;2018-01-01T00:56:10;1.70;;;1.45;;
964;SDS011;470;50.000;8.433;2018-01-01T00:58:36;1.92;;;1.20;;
964;SDS011;470;50.000;8.433;2018-01-01T01:01:03;1.65;;;1.50;;
964;SDS011;470;50.000;8.433;2018-01-01T01:03:33;1.73;;;1.45;;
964;SDS011;470;50.000;8.433;2018-01-01T01:06:01;3.58;;;1.50;;
964;SDS011;470;50.000;8.433;2018-01-01T01:08:30;1.27;;;1.10;;
964;SDS011;470;50.000;8.433;2018-01-01T01:10:57;3.83;;;2.10;;
964;SDS011;470;50.000;8.433;2018-01-01T01:13:23;3.30;;;1.80;;
964;SDS011;470;50.000;8.433;2018-01-01T01:15:51;6.32;;;1.90;;
964;SDS011;470;50.000;8.433;2018-01-01T01:18:27;2.75;;;1.70;;
964;SDS011;470;50.000;8.433;2018-01-01T01:20:58;2.70;;;1.75;;
964;SDS011;470;50.000;8.433;2018-01-01T01:23:31;6.30;;;2.10;;
964;SDS011;470;50.000;8.433;2018-01-01T01:26:01;3.05;;;1.70;;
964;SDS011;470;50.000;8.433;2018-01-01T01:28:28;4.80;;;2.00;;
964;SDS011;470;50.000;8.433;2018-01-01T01:30:54;2.95;;;2.35;;
964;SDS011;470;50.000;8.433;2018-01-01T01:36:12;2.60;;;1.73;;
964;SDS011;470;50.000;8.433;2018-01-01T01:38:40;3.37;;;2.60;;
964;SDS011;470;50.000;8.433;2018-01-01T01:41:13;3.65;;;1.67;;
964;SDS011;470;50.000;8.433;2018-01-01T01:43:42;2.65;;;1.92;;
964;SDS011;470;50.000;8.433;2018-01-01T01:46:20;2.10;;;1.55;;
964;SDS011;470;50.000;8.433;2018-01-01T01:48:49;2.05;;;1.50;;
964;SDS011;470;50.000;8.433;2018-01-01T01:51:21;6.00;;;1.90;;
964;SDS011;470;50.000;8.433;2018-01-01T01:56:32;2.85;;;1.85;;
964;SDS011;470;50.000;8.433;2018-01-01T01:59:12;4.50;;;2.42;;
964;SDS011;470;50.000;8.433;2018-01-01T02:01:42;6.68;;;1.85;;
964;SDS011;470;50.000;8.433;2018-01-01T02:04:13;4.28;;;2.37;;
964;SDS011;470;50.000;8.433;2018-01-01T02:10:15;2.90;;;2.35;;
964;SDS011;470;50.000;8.433;2018-01-01T02:12:58;3.45;;;2.58;;
964;SDS011;470;50.000;8.433;2018-01-01T02:15:26;4.62;;;2.60;;
964;SDS011;470;50.000;8.433;2018-01-01T02:17:52;5.03;;;1.95;;
964;SDS011;470;50.000;8.433;2018-01-01T02:20:19;4.68;;;2.75;;
964;SDS011;470;50.000;8.433;2018-01-01T02:22:49;2.25;;;1.50;;
964;SDS011;470;50.000;8.433;2018-01-01T02:25:16;3.95;;;1.67;;
964;SDS011;470;50.000;8.433;2018-01-01T02:27:43;5.10;;;2.03;;
964;SDS011;470;50.000;8.433;2018-01-01T02:30:10;3.17;;;1.60;;
964;SDS011;470;50.000;8.433;2018-01-01T02:32:37;2.70;;;1.85;;
964;SDS011;470;50.000;8.433;2018-01-01T02:35:03;2.53;;;2.00;;
964;SDS011;470;50.000;8.433;2018-01-01T02:37:30;2.97;;;1.65;;
964;SDS011;470;50.000;8.433;2018-01-01T02:39:57;6.20;;;2.20;;
964;SDS011;470;50.000;8.433;2018-01-01T02:42:23;2.00;;;1.50;;
964;SDS011;470;50.000;8.433;2018-01-01T02:44:50;3.00;;;1.55;;
964;SDS011;470;50.000;8.433;2018-01-01T02:47:20;12.32;;;2.60;;
