sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3241;SDS011;1633;50.103;8.663;2018-01-01T04:23:39;11.03;;;3.43;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:11:39;6.13;;;2.80;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:14:05;7.17;;;2.23;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:16:32;3.27;;;2.20;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:18:59;15.20;;;2.50;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:21:25;7.03;;;2.53;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:23:54;8.10;;;3.00;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:26:20;4.70;;;2.03;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:28:47;3.63;;;2.20;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:31:13;13.10;;;2.40;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:33:40;7.40;;;3.00;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:36:08;5.10;;;1.90;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:38:35;9.40;;;2.20;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:41:01;6.33;;;2.03;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:43:29;4.90;;;2.50;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:45:56;4.37;;;2.40;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:48:23;5.33;;;1.97;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:50:51;5.60;;;2.37;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:53:18;5.70;;;2.60;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:55:46;5.40;;;2.80;;
3241;SDS011;1633;50.103;8.663;2018-01-01T10:58:12;5.80;;;2.60;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:00:39;4.63;;;2.37;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:03:10;9.33;;;3.20;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:05:36;8.27;;;2.33;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:08:03;5.47;;;3.27;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:10:29;7.73;;;3.30;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:12:56;7.30;;;4.10;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:15:23;7.60;;;4.33;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:17:49;6.50;;;3.03;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:20:16;7.00;;;1.93;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:22:43;4.17;;;2.50;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:25:13;2.83;;;2.30;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:27:40;3.67;;;1.73;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:30:06;2.50;;;1.43;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:32:33;3.40;;;1.80;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:35:00;3.27;;;1.83;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:37:26;2.93;;;1.50;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:39:53;6.33;;;2.47;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:42:19;2.73;;;1.93;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:44:46;2.70;;;1.60;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:47:12;4.43;;;2.13;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:49:39;5.13;;;2.27;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:52:06;3.43;;;1.70;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:54:33;6.57;;;2.20;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:57:00;4.07;;;3.30;;
3241;SDS011;1633;50.103;8.663;2018-01-01T11:59:28;5.50;;;2.10;;
3241;SDS011;1633;50.103;8.663;2018-01-01T12:01:55;2.40;;;2.20;;
3241;SDS011;1633;50.103;8.663;2018-01-01T12:04:22;7.13;;;2.23;;
3241;SDS011;1633;50.103;8.663;2018-01-01T12:06:49;4.20;;;1.93;;
3241;SDS011;1633;50.103;8.663;2018-01-01T12:09:16;6.03;;;2.63;;
3241;SDS011;1633;50.103;8.663;2018-01-01T12:11:42;9.50;;;5.63;;
3241;SDS011;1633;50.103;8.663;2018-01-01T12:14:09;5.70;;;2.20;;
3241;SDS011;1633;50.103;8.663;2018-01-01T12:16:36;7.50;;;2.67;;
